text,x1,x2,x3,x4,x5,y
She commented :,3,4.3333333333,0.0666666667,0,0.0833333333,0
"Substituting the above equation into eqn ( 3.1 ) we get [formula] , or using the vector relation ( eqn ( A.6 ) ) we obtain the modified form [formula] .",31,3.935483871,0.026315789500000002,0,0.019047619000000002,1
Nice are n't they ?,5,3.0,0.0526315789,1,0.0769230769,0
"As princes saw it , it was a just war in the fullest sense of the term ; those who were slaughtered in its battles were regarded as among the martyrs of the church .",35,3.7428571429,0.0181818182,3,0.0078125,1
Mm .,2,1.5,0.25,0,0.5,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
They want somebody here from the for half an hour and them not being served first,16,4.125,0.0,1,0.0151515152,0
"What , and that in there ?",7,2.8571428571,0.0769230769,0,0.0555555556,0
"THIS expanded network of popular committees and institutions making up the Unified leadership is infused by tens of thousands of activists who belong to , or identify with , the different factions of the PLO .",36,4.8333333333,0.014354067000000002,1,0.046783625700000005,1
"so he 's killing himself laughing I I 've got to tell you Ron , I 've been taping he said I do n't give a monkeys you tape what , he said let them all hear , they 'll all be able to pass it round !",48,3.125,0.020304568500000002,2,0.0354609929,1
"The later history of the Daily Express suggests not : when the Express became hostile in the 1920s , Younger raged "" when I think of the large sum of money this office has put into that gutter print it makes my blood boil "" .",46,3.9130434783,0.0133333333,0,0.0350877193,1
"At this point Sartre confronts the possibility that the whole project of the , stated so confidently on its very first page — ‘ it must be proved that a negation of a negation can be an affirmation ’ ( I , 15 ) — may break down .",49,3.693877551,0.0131004367,2,0.0176470588,1
"‘ You 're a silly , stubborn old woman .",10,3.1,0.05,0,0.037037037,0
"True , the new Secretary of State for the Environment laid stress , from the outset , on the need for economic regeneration , and indicated his sympathy for the voluntary in the tackling of urban problems .",38,4.4473684211,0.0242718447,0,0.0243902439,1
"The specific role of bishops which is to be exercised in communion with the see of Peter in ensuring the unity and continuity of the faith is vital if we are to hand on the faith of Peter , Gregory and Augustine .",43,3.976744186,0.0093896714,4,0.0295857988,1
"No , no , no .",6,1.5,0.2142857143,0,0.1666666667,0
The solid uncooperative bundle was surprisingly heavy ; it was like trying to manoeuvre a firm and rather smelly poultice .,21,4.9047619048,0.0162601626,2,0.0099009901,1
"As a result of this rule , and many carefully orchestrated publicity campaigns , the motor industry 's image has now changed from polluter to pal of the earth .",30,4.3666666667,0.018750000000000003,0,0.0078740157,1
Dr Runcie has gone out of his way on this visit to concede many of the doctrinal points and practices which large elements of the Church of England have traditionally found offensive in Roman Catholicism .,36,4.7222222222,0.0048780488000000006,0,0.0355029586,1
"In parliament he was wont to abandon an argument half-completed if he sensed that his point had been made ; the speeches that appear in Hansard were touched up by his staff , and his speeches in the country were given to the press in advance .",47,4.1914893617,0.012345679,4,0.010362694300000001,1
"In the USA , Morrill 's report on the beginnings of a $15m. study into the possible radiation doses received as result of radiation releases by the Hanford ( Washington State ) nuclear complex would seem to cry out for GIS skills to be applied ( Morrill 1989 ) .",50,4.26,0.0114503817,1,0.060606060600000004,0
"We 've got , we 've still not got it yet !",12,2.5833333333,0.0476190476,0,0.037037037,0
Twice its natural size .,5,4.0,0.0416666667,0,0.0526315789,0
"they had , all they was the roast roast",9,3.4444444444,0.025641025600000002,1,0.0,0
"The ‘ inner ’ Frida is controlled by modern society far more than the clothed Frida , who often marks her deviation from the norm by defiantly returning the gaze of the viewer .",34,4.2352941176,0.011299435,1,0.021428571400000002,1
"The whole point of a visit to Hong Kong now , five months after Tiananmen Square , should be to declare with royal authority that Britain shares the concerns of the Hong Kong people and is determined to do something about them .",43,4.3255813953,0.0131578947,2,0.043715847,1
Yeah .,2,2.5,0.1666666667,0,0.25,0
"He 's , finished .",5,2.8,0.1111111111,0,0.0909090909,0
"The White Paper goes on to emphasize : ‘ It is the loss of liberty involved in carrying out the terms of the order rather than the activities carried out during the order which is the punishment ’ ( p. 18 , para. 4.4 ) .",46,3.8043478261,0.0272727273,2,0.0248447205,1
"Because they had n't done any management , Debbie felt Landlords were entitled only to the 10 per cent finding fee and therefore owed her £2,400 ( 3 months ' rent plus the deposit ) .",36,4.1111111111,0.016393442600000002,1,0.022556391000000002,1
"It will be seen that English law does this up to a point , and in the process seems to accept -defence arguments as reasons for departing from several of the principles set out in Chapter 3 .",38,4.0526315789,0.0104712042,1,0.02,1
"In virtually every case the aim of causing upheaval is explicitly declared , because Labour 's aim would be to upset the bureaucratic order it inherits .",27,4.7037037037000005,0.0130718954,2,0.016129032300000002,1
Mm .,2,1.5,0.25,0,0.5,0
"He told Frederica he preferred his androgynes to be more obscured , more veiled , more suggested , and directed her attention to "" Still-Life , Fete Gloanec 1888 "" in which various inanimate objects , two ripe pears , a dense bunch of flowers , swam across a bright red table-top rimmed with a black ellipse .",58,4.3448275862,0.0258899676,1,0.0254237288,1
", yeah .",3,2.0,0.25,0,0.0,0
"This , Paula soon discovered , was the way of the fashion world — a constant frantic rush against the clock , to have collections ready on time or to complete individual couture garments for customers who always considered their order more urgent , more important , than that of anyone else .",53,4.5283018868000005,0.0205479452,1,0.008583691000000001,1
"Sir : If Labour is to suggest the setting up of a specialist labour court ( 30 September ) , then such a momentous change in the industrial relations system deserves more discussion , and needs to be taken out of the hot-house of Labour Party conference politics .",49,4.4081632653,0.0151515152,2,0.0289855072,1
"Such an ideal does not stand isolated from the practices which strive towards it but interacts with those practices , helps to construct them , and is in turn constructed by them .",33,4.4848484848,0.0166666667,1,0.006896551700000001,1
Yes .,2,2.0,0.2,0,0.33333333330000003,0
"And the Uzi a primitive weapon , the bio suit mistaken for some sort of ceremonial armour ?",18,4.1111111111,0.021978022,0,0.0277777778,1
I 'm going out here .,6,2.6666666667,0.0476190476,0,0.0714285714,0
What if no one wants him ?,7,2.8571428571,0.0384615385,0,0.0526315789,0
William IX 's crusade of 1101 brought about serious financial problems in Aquitaine which caused rapid devaluation in the hitherto stable currency ; and Robert Curthose 's decision to mortgage Normandy to William Rufus in order to cover his crusading expenses exacerbated a conflict over the duchy which was not settled until the death of his son William Clito in 1128 .,62,4.9838709677,0.0054054054,1,0.037037037,1
Mummy,1,5.0,0.0,0,0.2,0
Improving our understanding of interactive phenomena in the total Earth system ;,12,5.75,0.0125,0,0.029411764700000002,0
Very well thank you .,5,3.4,0.0476190476,0,0.0625,0
"Sections 3.6–3.16 are concerned with magnetostatics , where electric fields are assumed to be zero and the interrelationship of J , H , and B are studied .",28,4.5714285714,0.0387096774,4,0.0344827586,1
"But she looked briefly down , dazzled by the flowing skin of worked and delicate colour ; the blue and rose tourbillons of the mistral on the sea , the prismatically sliced frosty nimbus round the mysterious squat stacks .",40,4.575,0.018018018,0,0.0055865922000000005,1
"The headland was empty and almost bare , the few straggling trees , distorted by the wind , struggled to keep their precarious hold in the uncompromising soil .",29,4.5517241379,0.025,1,0.0078125,1
"‘ You need to understand what your clients ’ expectations are beforehand , ’ says Graham Harrison of Bristol and West .",22,4.4545454545,0.016806722700000002,1,0.0537634409,0
— because they seem to be at once the results of a communal enterprise while at the same time bearing witness to the fact that this enterprise never existed except as the inhuman reverse side of two opposed actions in which each aims to destroy the other .,48,4.3541666667,0.00390625,1,0.0,1
"The members , many of whom are unable to fulfil the latest £101m cash call due on March 2 to cover 1989–90 losses on syndicates were seeking an interim injunction to stop members ' agents and Lloyd 's dipping into their security .",43,4.3720930233,0.0086956522,2,0.0174418605,1
"Bobby Robson was there to assess World Cup candidates , but nothing positive emerged from 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers ' European Cup exit in Munich three days earlier .",41,4.6829268293,0.0086206897,1,0.0427807487,1
The fridge made some really weird noises yesterday .,9,4.8888888889,0.0192307692,0,0.023255814000000003,0
Shall I ask daddy and Tim ?,7,3.0,0.037037037,0,0.15,0
"Yet the appeal of crusading was , if anything , even stronger to those aristocratic houses just below the level of the princely : it was , after all , the house of Boulogne which produced the first two rulers of Jerusalem .",43,4.2093023256,0.0269058296,2,0.017142857100000002,1
"Davis , of course , would have walked into England 's team in Poland a week on Wednesday ; until last season 's prolonged suspension , followed by injury , Bobby Robson had him firmly pencilled in as Bryan Robson 's replacement .",43,4.3488372093,0.0262008734,0,0.044943820200000005,1
Labour hopes to transform the situation by increasing the number of levels to five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two with an employer ) for the rest .,44,4.8181818182,0.0039215686000000005,0,0.0144230769,1
This means that schoolgirls are ineligible for a wide range of courses in further and higher education and for entry to occupations requiring a scientific or technical base .,29,5.0344827586,0.0057471264,1,0.006896551700000001,1
"In contrast , boys seem to have a firmer self-identity and a clearer ambition showing more insight in response to sentence stems such as ‘ My main problem is … ’ and ‘ He/she felt proud that … ’ .",40,3.925,0.0102040816,1,0.0204081633,1
"If the more economically puny ASEAN countries ( Indonesia , Malaysia , Singapore , Brunei , Thailand and the Philippines ) were to bury their reservations , then the high growth from other partners , including such tigers as Thailand and South Korea alongside the more mature economies of Japan and Australia , could mean a dynamic coalition .",59,4.8305084746,0.0233236152,1,0.061818181800000004,1
photographing who comes in .,5,4.8,0.0357142857,0,0.0,0
Soon it is passing over the spectacular Rift Valley .,10,4.4,0.0188679245,1,0.0697674419,0
"As different layers are added sequentially we see how the proportion of available land shrinks ( Pl. 10.3 ) ; for instance , when geological criteria are set in the search for a deep repository , 25 per cent of land area remains and the addition of the population density layer reduces this to 24 per cent .",58,4.3103448276,0.0195439739,2,0.0085106383,0
He put a pile of papers on a side table .,11,2.8181818182000002,0.0243902439,0,0.033333333300000004,0
"The doctor refused to give her more sleeping tablets but scribbled a prescription for tranquillizers , which were increasingly prescribed for women like Clare , with symptoms of anxiety in stressful situations such as poverty , divorce , or bereavement ; women with marital problems and women who were out of work also found them helpful , although the pills did nothing to resolve the problem responsible for the initial anxiety .",72,5.0,0.0162412993,2,0.0056657224,1
A second approach is to frame the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant 's conduct .,34,3.7352941176,0.00625,1,0.008,1
"Her ‘ Mexicanness ’ has become a stylistic gloss , decorative , colourful , pretty , even individualistic .",19,4.6842105263,0.046728972,0,0.0243902439,1
"It would also be necessary ‘ to smash the decrepit , effete constitution that allows a minority to capture power , and then use it ruthlessly in the interests of the privileged few ’ .",35,4.2857142857,0.0163043478,1,0.006896551700000001,1
"The first three chapters dealing with environmental monitoring , natural and technological hazards and settlements and infrastructure applications make use of a very wide range of geographic information .",29,6.0689655172,0.0098039216,0,0.0057471264,1
"Because I came , I came to er Dellasel",9,3.3333333333,0.026315789500000002,0,0.1379310345,0
"Beer is , quite rightly , Britain 's favourite Friday night drink .",13,4.2307692308,0.0447761194,1,0.058823529400000005,0
When you come in .,5,2.8,0.0555555556,0,0.0769230769,0
It was nice to see Stratford .,7,3.4285714286,0.033333333300000004,1,0.0869565217,0
"Leinster have named a team that looks strong on paper , including eight internationals , yet they recently lost to both Munster and Ulster in the Inter-Provincial Championship .",29,5.1379310345,0.016949152500000002,0,0.0413793103,1
"Was it true , as the chart performance of ‘ Heartbeat ’ ( his last release ) suggests , that his three-year career was already on the wane ?",29,3.8620689655000002,0.021428571400000002,2,0.0192307692,1
"Bristol and West claims these auctions will help to bring some action to an otherwise slow market , and says it was overwhelmed by the response from people wanting to sell in this way .",35,4.3142857143,0.0108108108,1,0.0134228188,1
"This necessitates , in turn , a far more numerous and ubiquitous police presence than in other kinds of area , far more frequent unpleasant contact with the public as potential suspects , and far greater opportunities for police misjudgment or abuse .",43,4.8604651163,0.019920318700000002,0,0.0049019608,1
School of Arts round here ?,6,3.6666666667,0.037037037,0,0.0952380952,0
Grantham .,2,4.5,0.1,0,0.125,0
"The major question thus always remains unanswered in the : every time that Sartre announces that he is about to proceed with the fundamental problem of how History can be a totalization without a totalizer , he turns back to a previous , more easily intelligible stage on the way .",51,4.5294117647,0.014234875400000001,2,0.013215859000000002,1
"Whatever else such a strategy may achieve , it certainly does not manage to produce a situation in which children are politically indistinguishable from adults and it rests on premises which , unless they can be defended , gain nothing for any defence to the charge of arbitrariness .",49,4.8163265306,0.014084507000000001,2,0.0043103448,1
I mean you could you could,6,3.5,0.0,0,0.0476190476,0
"Oh she did , you know .",7,2.4285714286,0.0869565217,0,0.0666666667,0
"The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .",71,4.0281690141,0.014044943800000001,1,0.017921147000000002,1
"This can be a difficult and time-consuming process , and inevitably some simplifying assumptions are needed ’ ( Health and Safety Executive 1989 : 17 ) .",27,4.7037037037000005,0.0196078431,2,0.0350877193,0
"The Resistance was a unique experience for them , and they wanted to preserve its experience in the new French politics because this experience broke away from the famous dilemma of being and doing , which confronts all intellectuals in the face of action … .",46,4.652173913,0.0115830116,2,0.0142857143,1
"Many of the new arrivals , who waited in the street outside the embassy , said they were convinced there would be another train for them .",27,4.1481481481,0.0217391304,2,0.0091743119,0
A new police station is to be built .,9,3.2222222222,0.027027027000000002,2,0.0357142857,0
"We have so far talked about positive and negative charges , about point charges , and distributed charge .",19,4.6315789474,0.028301886800000002,0,0.0117647059,1
"The move was signalled last week and , true to their promised response , management suspended the workers involved in the disruption .",23,4.8695652174,0.0223880597,1,0.0091743119,1
Then I saw why he was so confident .,9,3.1111111111,0.0277777778,1,0.0740740741,0
"Through their revolution , the masses are both mother and midwife to the birth of this state .",18,4.2777777778,0.0212765957,1,0.0133333333,1
Where we are now is,5,3.0,0.0,2,0.0666666667,0
"You know a new elbow , a new knee and you think it 's going to the like your own elbow ?",22,3.0454545455,0.022727272700000002,0,0.015625,0
In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .,25,4.64,0.0071428571,1,0.0086956522,1
you ?,2,2.0,0.2,0,0.0,0
Mm .,2,1.5,0.25,0,0.5,0
"In reply Roy Hattersley supported the call for the immediate suppression of street violence , but warned that the roots of such riots could not be dealt with until all people felt they had a stake in British society ( ibid. : cols. 1407–9 )",45,4.3555555556,0.0166666667,1,0.0217391304,1
"However , the Pope 's account of the role of the papacy went a great deal farther than that : Christian unity , he said , must be founded on the faith in Christ that was handed on by the Apostles ; what this faith is must be determined by the Roman Catholic Church .",55,3.8545454545,0.022556391000000002,4,0.0390243902,1
yes ? supper ?,4,2.75,0.1428571429,0,0.0,0
"Forster half rolled , his Uzi trembling in his hand as he got off half a clip at point blank range .",22,3.5909090909,0.02,0,0.025974026,1
I know .,3,2.0,0.125,0,0.2,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
Oh !,2,1.5,0.25,0,0.5,0
"I mean er she , they were n't",8,2.75,0.0344827586,1,0.05,0
"I thought you 'd finished your cake , have n't you finished ?",13,3.7692307692,0.032786885200000004,0,0.022222222200000002,0
"GIS work in this field ( e.g. Matthews 1989 ) is reviewed later , but we note here the work of the applied geochemistry group at Imperial College ( responsible for a series of atlases on regional geochemistry ) and the existence of a Society for Environmental Geochemistry and Health .",51,4.6078431373,0.0140350877,1,0.0448430493,0
And where I gon na go ?,7,2.4285714286,0.0434782609,0,0.125,0
"He remembered a straight mass of -gold hair , in cold King 's Chapel , more golden than foxy Frederica 's , slowly settling onto a collar as the pins released their grip .",34,4.0588235294,0.0233918129,0,0.030534351100000003,1
Erikson suggests that at different phases of life an individual faces a particular psycho-social problem which needs to be resolved before moving on to the next phase .,28,5.0357142857,0.0059523810000000005,1,0.0071942446,1
"Her priorities include giving more encouragement to medical research ; emphasis on preventive health to make the NHS a ‘ health as well as a sickness service ’ , with the publication shortly of new national targets for reducing deaths from heart disease and cancers ; and pressing ahead with care in the community .",55,4.7454545455,0.0126984127,0,0.0156862745,1
"Many , like Ronnie Collyer , a retired shipyard worker , still live here and are still proud of the place .",22,3.9090909091,0.037383177600000005,1,0.0365853659,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
"Group 4 Remand Services Ltd , the security firm selected by the Home Office to manage The Wolds in a £5 million-a-year contract , likes to think of its prisoners as customers .",33,4.3636363636,0.0170454545,0,0.058823529400000005,1
He said : ‘ The Blaney children are walking home .,11,3.6363636364,0.04,1,0.08108108110000001,0
"Mrs Bottomley , representing ‘ caring Conservatism ’ , will face Mr Michael Portillo , the new Treasury Chief Secretary , who is equally keen to establish his wing credentials by demonstrating he can keep keep a tight grip on the public purse strings .",45,4.6222222222000005,0.019841269800000002,1,0.0447761194,1
"Which equation should we use in a practical case , the equation for the vector potential , Ampère 's law , Biot-Savart 's law , or attack directly Maxwell 's equations ?",32,4.3125,0.0295857988,0,0.0390625,1
Attention . ’,3,3.6666666667,0.0769230769,0,0.1111111111,0
"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",67,3.9552238806,0.012084592100000001,2,0.0191570881,1
Philip !,2,3.5,0.125,0,0.1666666667,0
What ?,2,2.5,0.1666666667,0,0.25,0
"The back row were swifter to the loose ball , had a clearer idea of what to do with it when they got there , and their impressive half-backs were given every opportunity — which they eagerly took — to control the game .",44,4.0,0.013698630100000001,2,0.0058823529,1
PROLOGUE,1,8.0,0.0,0,1.0,0
Stockport .,2,5.0,0.0909090909,0,0.1111111111,0
No I know time you get it back here it is .,12,2.6666666667,0.023255814000000003,1,0.064516129,0
"Although many deaths arise from natural causes , and many others from illnesses and diseases , each year sees a large number of deaths caused by ‘ accidents ’ , and also a number caused by acts or omissions which amount to some form of homicide in English law .",50,4.24,0.015325670500000001,0,0.0097087379,1
drinking .,2,4.5,0.1,0,0.0,0
"The theory of optimal behaviour under scientific uncertainty ; ,",10,5.5,0.03125,0,0.0188679245,0
"When , in 1939 , The Architects ' Journal conducted a survey to find what were considered the best modern buildings in Britain , Battersea was placed second — and was the favourite of such unlikely celebrities as Sir Kenneth Clark , Rebecca West and Charles Laughton .",48,4.6041666667,0.018656716400000002,3,0.0619047619,1
"She was frowning , deep lines appearing between her eyebrows , mouth drawn down at the edges so that instead of a classically good-looking slim English Rose in her late twenties , she looked faded , years older than her real age , and shrewish .",46,4.347826087,0.0244897959,1,0.015544041500000001,1
But then he 'll apologize the next day .,9,3.5555555556,0.025,0,0.033333333300000004,0
It is indeed .,4,2.75,0.0714285714,1,0.1,0
